用户ID,肤质,R值,F值,M值,R评分,F评分,M评分,综合得分,用户分类
U00003744,中性,52,3,1556.0,4,4,5,4.4,核心价值用户
U00003745,敏感肌,36,3,2383.0,4,4,5,4.4,核心价值用户
U00003746,油性/混油,48,2,1483.0,4,3,4,3.6999999999999997,潜力发展用户
U00003747,中性,131,5,2422.0,2,5,5,4.1,核心价值用户
U00003748,油性/混油,86,2,966.0,3,3,4,3.4,潜力发展用户
U00003749,干性/混干,172,2,1254.0,2,3,4,3.1,潜力发展用户
U00003751,油性/混油,221,1,318.0,1,2,2,1.7,低价值/流失用户
U00003752,敏感肌,28,5,3026.0,5,5,5,5.0,核心价值用户
U00003753,敏感肌,135,5,5762.0,2,5,5,4.1,核心价值用户
U00003754,干性/混干,130,2,1054.0,2,3,4,3.1,潜力发展用户
U00003755,敏感肌,108,3,2680.83,2,4,5,3.8,潜力发展用户
U00003756,干性/混干,12,2,2282.0,5,3,5,4.4,核心价值用户
U00003757,干性/混干,292,1,1576.0,1,2,5,2.9,高价值沉睡用户
U00003758,敏感肌,205,2,620.7,1,3,3,2.4000000000000004,高价值沉睡用户
U00003759,干性/混干,16,2,2029.03,5,3,5,4.4,核心价值用户
U00003760,中性,278,1,417.44,1,2,3,2.1,高价值沉睡用户
U00003762,干性/混干,85,3,1984.0,3,4,5,4.1,核心价值用户
U00003763,敏感肌,4,1,329.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00003764,敏感肌,55,4,2730.73,4,4,5,4.4,核心价值用户
U00003765,敏感肌,12,2,1827.0,5,3,5,4.4,核心价值用户
U00003766,油性/混油,89,2,248.0,3,3,2,2.5999999999999996,高价值沉睡用户
U00003767,敏感肌,136,3,1264.0,2,4,4,3.4,潜力发展用户
U00003768,敏感肌,87,3,2205.83,3,4,5,4.1,核心价值用户
U00003770,油性/混油,42,2,2040.0,4,3,5,4.1,核心价值用户
U00003771,中性,15,2,670.64,5,3,3,3.6,潜力发展用户
U00003772,敏感肌,345,1,761.6800000000001,1,2,3,2.1,高价值沉睡用户
U00003773,中性,156,3,2343.67,2,4,5,3.8,潜力发展用户
U00003774,干性/混干,6,5,2829.13,5,5,5,5.0,核心价值用户
U00003775,油性/混油,134,3,2099.48,2,4,5,3.8,潜力发展用户
U00003776,干性/混干,100,4,3399.2400000000002,2,4,5,3.8,潜力发展用户
U00003777,油性/混油,155,5,2782.0,2,5,5,4.1,核心价值用户
U00003778,中性,295,1,947.0,1,2,4,2.5,高价值沉睡用户
U00003779,敏感肌,15,1,1056.18,5,2,4,3.7,潜力发展用户
U00003780,敏感肌,129,2,1285.0,2,3,4,3.1,潜力发展用户
U00003781,油性/混油,76,2,1792.0,3,3,5,3.8,潜力发展用户
U00003782,敏感肌,33,2,1774.0,4,3,5,4.1,核心价值用户
U00003783,干性/混干,134,3,1983.8200000000002,2,4,5,3.8,潜力发展用户
U00003784,干性/混干,132,3,2331.0,2,4,5,3.8,潜力发展用户
U00003785,干性/混干,157,2,955.0,2,3,4,3.1,潜力发展用户
U00003786,油性/混油,11,2,1644.0,5,3,5,4.4,核心价值用户
U00003788,干性/混干,133,2,617.0,2,3,3,2.7,高价值沉睡用户
U00003789,干性/混干,129,4,2333.0,2,4,5,3.8,潜力发展用户
U00003790,油性/混油,6,3,2382.0,5,4,5,4.7,核心价值用户
U00003791,干性/混干,282,3,1394.0,1,4,4,3.1,潜力发展用户
U00003792,中性,49,2,1985.06,4,3,5,4.1,核心价值用户
U00003794,油性/混油,139,2,1699.3,2,3,5,3.5,潜力发展用户
U00003795,干性/混干,81,5,4607.0,3,5,5,4.4,核心价值用户
U00003796,敏感肌,75,4,2412.0,3,4,5,4.1,核心价值用户
U00003797,油性/混油,292,1,1317.0,1,2,4,2.5,高价值沉睡用户
U00003799,油性/混油,56,4,2719.99,4,4,5,4.4,核心价值用户
U00003800,中性,8,3,1627.42,5,4,5,4.7,核心价值用户
U00003801,中性,135,1,1125.0,2,2,4,2.8,高价值沉睡用户
U00003802,敏感肌,152,2,1376.0,2,3,4,3.1,潜力发展用户
U00003803,油性/混油,152,2,1821.0,2,3,5,3.5,潜力发展用户
U00003804,油性/混油,348,1,456.73,1,2,3,2.1,高价值沉睡用户
U00003805,敏感肌,38,4,3200.65,4,4,5,4.4,核心价值用户
U00003806,敏感肌,85,3,2411.0,3,4,5,4.1,核心价值用户
U00003807,干性/混干,61,5,3457.0,3,5,5,4.4,核心价值用户
U00003808,敏感肌,23,3,2780.0,5,4,5,4.7,核心价值用户
U00003810,油性/混油,18,5,4850.0,5,5,5,5.0,核心价值用户
U00003811,敏感肌,43,2,1077.0,4,3,4,3.6999999999999997,潜力发展用户
U00003812,干性/混干,338,1,152.36,1,2,1,1.2999999999999998,低价值/流失用户
U00003813,干性/混干,147,2,468.0,2,3,3,2.7,高价值沉睡用户
U00003814,敏感肌,19,3,1164.0,5,4,4,4.300000000000001,核心价值用户
U00003815,干性/混干,57,4,2606.45,4,4,5,4.4,核心价值用户
U00003816,中性,34,2,1066.95,4,3,4,3.6999999999999997,潜力发展用户
U00003817,中性,286,2,1353.5,1,3,4,2.8,高价值沉睡用户
U00003818,油性/混油,18,2,1297.5900000000001,5,3,4,4.0,核心价值用户
U00003820,中性,82,2,1365.0,3,3,4,3.4,潜力发展用户
U00003821,中性,51,6,3970.0,4,5,5,4.7,核心价值用户
U00003823,中性,58,2,2251.0,4,3,5,4.1,核心价值用户
U00003824,干性/混干,45,8,4451.64,4,5,5,4.7,核心价值用户
U00003825,干性/混干,130,3,726.0,2,4,3,3.0,潜力发展用户
U00003827,敏感肌,39,2,2242.0,4,3,5,4.1,核心价值用户
U00003828,敏感肌,52,2,936.1600000000001,4,3,4,3.6999999999999997,潜力发展用户
U00003829,敏感肌,34,3,2882.0,4,4,5,4.4,核心价值用户
U00003830,油性/混油,108,1,882.66,2,2,4,2.8,高价值沉睡用户
U00003831,敏感肌,138,3,2363.0,2,4,5,3.8,潜力发展用户
U00003832,中性,81,4,3209.0,3,4,5,4.1,核心价值用户
U00003833,中性,80,2,656.0,3,3,3,3.0,潜力发展用户
U00003834,敏感肌,68,2,1865.0,3,3,5,3.8,潜力发展用户
U00003835,敏感肌,85,2,915.0,3,3,4,3.4,潜力发展用户
U00003836,干性/混干,96,3,1704.0,2,4,5,3.8,潜力发展用户
U00003837,油性/混油,94,1,429.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003839,油性/混油,2,2,1056.0,5,3,4,4.0,核心价值用户
U00003840,油性/混油,76,6,2439.25,3,5,5,4.4,核心价值用户
U00003841,油性/混油,58,3,1099.95,4,4,4,4.0,核心价值用户
U00003842,敏感肌,123,3,2111.0,2,4,5,3.8,潜力发展用户
U00003843,敏感肌,18,2,472.88,5,3,3,3.6,潜力发展用户
U00003844,油性/混油,291,2,2093.0,1,3,5,3.2,潜力发展用户
U00003845,敏感肌,209,1,516.0,1,2,3,2.1,高价值沉睡用户
U00003846,敏感肌,151,6,3435.0,2,5,5,4.1,核心价值用户
U00003847,敏感肌,302,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00003848,敏感肌,55,4,1845.96,4,4,5,4.4,核心价值用户
U00003849,油性/混油,46,1,896.0,4,2,4,3.4,潜力发展用户
U00003851,中性,338,1,1326.0,1,2,4,2.5,高价值沉睡用户
U00003852,油性/混油,50,6,5326.0,4,5,5,4.7,核心价值用户
U00003853,敏感肌,284,1,259.0,1,2,2,1.7,低价值/流失用户
U00003854,油性/混油,30,3,3184.0,5,4,5,4.7,核心价值用户
U00003855,敏感肌,98,4,1755.0,2,4,5,3.8,潜力发展用户
U00003856,油性/混油,24,2,724.55,5,3,3,3.6,潜力发展用户
U00003857,油性/混油,11,4,3439.0,5,4,5,4.7,核心价值用户
U00003858,干性/混干,208,1,269.0,1,2,2,1.7,低价值/流失用户
U00003859,干性/混干,9,2,1476.0,5,3,4,4.0,核心价值用户
U00003860,敏感肌,22,3,2929.0,5,4,5,4.7,核心价值用户
U00003862,油性/混油,125,1,396.0,2,2,2,2.0,高价值沉睡用户
U00003863,敏感肌,8,4,3388.0,5,4,5,4.7,核心价值用户
U00003864,敏感肌,223,2,726.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00003865,中性,4,3,2220.39,5,4,5,4.7,核心价值用户
U00003866,干性/混干,92,3,1960.37,2,4,5,3.8,潜力发展用户
U00003867,干性/混干,135,2,1348.92,2,3,4,3.1,潜力发展用户
U00003868,中性,141,3,1337.0,2,4,4,3.4,潜力发展用户
U00003869,油性/混油,47,5,4170.23,4,5,5,4.7,核心价值用户
U00003870,干性/混干,132,3,2347.0,2,4,5,3.8,潜力发展用户
U00003872,干性/混干,16,3,1175.04,5,4,4,4.300000000000001,核心价值用户
U00003873,干性/混干,360,1,75.27,1,2,1,1.2999999999999998,低价值/流失用户
U00003875,干性/混干,206,3,1804.0,1,4,5,3.5,潜力发展用户
U00003876,油性/混油,13,3,1123.67,5,4,4,4.300000000000001,核心价值用户
U00003877,敏感肌,129,4,1851.0,2,4,5,3.8,潜力发展用户
U00003878,敏感肌,22,1,771.4100000000001,5,2,3,3.3000000000000003,潜力发展用户
U00003879,干性/混干,31,4,2110.0,4,4,5,4.4,核心价值用户
U00003880,敏感肌,146,2,1351.17,2,3,4,3.1,潜力发展用户
U00003881,敏感肌,66,2,1347.0,3,3,4,3.4,潜力发展用户
U00003882,油性/混油,32,2,1488.54,4,3,4,3.6999999999999997,潜力发展用户
U00003884,干性/混干,53,5,3010.7,4,5,5,4.7,核心价值用户
U00003885,中性,32,1,1905.0,4,2,5,3.8,潜力发展用户
U00003886,敏感肌,42,1,76.63,4,2,1,2.1999999999999997,高价值沉睡用户
U00003887,中性,103,7,5233.87,2,5,5,4.1,核心价值用户
U00003888,油性/混油,87,2,1423.0,3,3,4,3.4,潜力发展用户
U00003889,敏感肌,8,1,668.87,5,2,3,3.3000000000000003,潜力发展用户
U00003890,敏感肌,294,1,1185.62,1,2,4,2.5,高价值沉睡用户
U00003891,中性,63,3,1559.38,3,4,5,4.1,核心价值用户
U00003892,油性/混油,17,2,1397.67,5,3,4,4.0,核心价值用户
U00003893,油性/混油,196,3,1114.0,1,4,4,3.1,潜力发展用户
U00003894,油性/混油,83,3,1488.94,3,4,4,3.6999999999999997,潜力发展用户
U00003895,油性/混油,128,3,1566.3600000000001,2,4,5,3.8,潜力发展用户
U00003896,油性/混油,321,1,477.0,1,2,3,2.1,高价值沉睡用户
U00003897,干性/混干,24,6,7487.08,5,5,5,5.0,核心价值用户
U00003898,干性/混干,276,1,269.0,1,2,2,1.7,低价值/流失用户
U00003899,干性/混干,131,2,718.0,2,3,3,2.7,高价值沉睡用户
U00003900,干性/混干,103,3,1175.0,2,4,4,3.4,潜力发展用户
U00003901,敏感肌,285,1,309.0,1,2,2,1.7,低价值/流失用户
U00003902,敏感肌,132,1,658.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003903,干性/混干,46,5,5769.4,4,5,5,4.7,核心价值用户
U00003904,敏感肌,123,2,1437.0,2,3,4,3.1,潜力发展用户
U00003905,敏感肌,13,1,1095.0,5,2,4,3.7,潜力发展用户
U00003906,敏感肌,41,6,5992.0,4,5,5,4.7,核心价值用户
U00003907,中性,341,2,1672.74,1,3,5,3.2,潜力发展用户
U00003908,敏感肌,188,3,2251.0,1,4,5,3.5,潜力发展用户
U00003909,中性,134,2,587.0,2,3,3,2.7,高价值沉睡用户
U00003910,油性/混油,120,2,1711.85,2,3,5,3.5,潜力发展用户
U00003911,油性/混油,36,3,1627.0,4,4,5,4.4,核心价值用户
U00003912,中性,89,4,1443.32,3,4,4,3.6999999999999997,潜力发展用户
U00003913,中性,37,6,3587.52,4,5,5,4.7,核心价值用户
U00003915,油性/混油,35,3,627.0,4,4,3,3.6,潜力发展用户
U00003916,中性,138,2,477.0,2,3,3,2.7,高价值沉睡用户
U00003918,油性/混油,4,2,1585.65,5,3,5,4.4,核心价值用户
U00003919,敏感肌,112,3,2269.17,2,4,5,3.8,潜力发展用户
U00003921,中性,284,4,2969.0,1,4,5,3.5,潜力发展用户
U00003922,油性/混油,7,2,417.82000000000005,5,3,3,3.6,潜力发展用户
U00003923,敏感肌,2,4,3019.98,5,4,5,4.7,核心价值用户
U00003925,中性,53,4,3529.0,4,4,5,4.4,核心价值用户
U00003926,中性,3,4,2451.0,5,4,5,4.7,核心价值用户
U00003927,油性/混油,4,2,1026.0,5,3,4,4.0,核心价值用户
U00003928,中性,45,1,737.0,4,2,3,3.0,潜力发展用户
U00003930,敏感肌,150,3,1573.0,2,4,5,3.8,潜力发展用户
U00003931,敏感肌,24,7,4825.37,5,5,5,5.0,核心价值用户
U00003932,中性,96,1,1326.0,2,2,4,2.8,高价值沉睡用户
U00003933,油性/混油,28,4,3987.0,5,4,5,4.7,核心价值用户
U00003934,敏感肌,99,6,4296.0,2,5,5,4.1,核心价值用户
U00003935,敏感肌,5,5,3833.7,5,5,5,5.0,核心价值用户
U00003936,油性/混油,41,4,4719.83,4,4,5,4.4,核心价值用户
U00003937,敏感肌,22,6,4424.0,5,5,5,5.0,核心价值用户
U00003938,油性/混油,57,2,1068.3600000000001,4,3,4,3.6999999999999997,潜力发展用户
U00003939,中性,51,4,3426.13,4,4,5,4.4,核心价值用户
U00003940,油性/混油,96,4,3102.9,2,4,5,3.8,潜力发展用户
U00003941,油性/混油,23,3,3568.5099999999998,5,4,5,4.7,核心价值用户
U00003942,干性/混干,177,2,1037.0,2,3,4,3.1,潜力发展用户
U00003944,油性/混油,23,2,1509.68,5,3,5,4.4,核心价值用户
U00003945,干性/混干,13,4,1808.0,5,4,5,4.7,核心价值用户
U00003947,敏感肌,221,1,269.0,1,2,2,1.7,低价值/流失用户
U00003948,干性/混干,65,3,1988.23,3,4,5,4.1,核心价值用户
U00003949,敏感肌,82,7,5292.98,3,5,5,4.4,核心价值用户
U00003950,敏感肌,15,1,152.65,5,2,1,2.5,高价值沉睡用户
U00003951,敏感肌,51,3,3886.62,4,4,5,4.4,核心价值用户
U00003952,干性/混干,14,6,4167.25,5,5,5,5.0,核心价值用户
U00003953,油性/混油,74,2,1931.0,3,3,5,3.8,潜力发展用户
U00003954,中性,37,4,1964.0,4,4,5,4.4,核心价值用户
U00003955,敏感肌,13,3,2022.0,5,4,5,4.7,核心价值用户
U00003956,敏感肌,9,4,1531.0,5,4,5,4.7,核心价值用户
U00003957,中性,336,1,429.0,1,2,3,2.1,高价值沉睡用户
U00003958,油性/混油,29,2,2931.0,5,3,5,4.4,核心价值用户
U00003959,油性/混油,110,4,1179.74,2,4,4,3.4,潜力发展用户
U00003960,干性/混干,45,3,2164.67,4,4,5,4.4,核心价值用户
U00003961,油性/混油,11,3,3527.0,5,4,5,4.7,核心价值用户
U00003962,油性/混油,29,3,2201.0,5,4,5,4.7,核心价值用户
U00003963,干性/混干,93,1,269.0,2,2,2,2.0,高价值沉睡用户
U00003964,油性/混油,21,3,1265.44,5,4,4,4.300000000000001,核心价值用户
U00003965,敏感肌,135,2,837.0,2,3,4,3.1,潜力发展用户
U00003966,油性/混油,279,1,1335.05,1,2,4,2.5,高价值沉睡用户
U00003967,敏感肌,104,1,777.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003969,敏感肌,11,3,1699.73,5,4,5,4.7,核心价值用户
U00003970,中性,72,4,4031.0099999999998,3,4,5,4.1,核心价值用户
U00003971,敏感肌,3,6,4237.25,5,5,5,5.0,核心价值用户
U00003972,干性/混干,136,2,1245.0,2,3,4,3.1,潜力发展用户
U00003973,敏感肌,111,4,2261.0,2,4,5,3.8,潜力发展用户
U00003974,油性/混油,8,3,2556.46,5,4,5,4.7,核心价值用户
U00003975,油性/混油,11,5,4435.0,5,5,5,5.0,核心价值用户
U00003976,敏感肌,18,3,778.13,5,4,3,3.9000000000000004,潜力发展用户
U00003977,油性/混油,87,1,152.16,3,2,1,1.9,低价值/流失用户
U00003978,油性/混油,333,2,1276.0,1,3,4,2.8,高价值沉睡用户
U00003979,油性/混油,324,1,658.0,1,2,3,2.1,高价值沉睡用户
U00003980,敏感肌,5,1,350.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00003981,油性/混油,182,2,2211.12,1,3,5,3.2,潜力发展用户
U00003982,干性/混干,29,2,2116.0,5,3,5,4.4,核心价值用户
U00003983,油性/混油,308,1,688.0,1,2,3,2.1,高价值沉睡用户
U00003984,油性/混油,99,5,3299.8900000000003,2,5,5,4.1,核心价值用户
U00003985,油性/混油,164,1,515.38,2,2,3,2.4000000000000004,高价值沉睡用户
U00003986,敏感肌,10,5,3265.44,5,5,5,5.0,核心价值用户
U00003987,中性,31,3,2803.05,4,4,5,4.4,核心价值用户
U00003988,干性/混干,132,2,1708.71,2,3,5,3.5,潜力发展用户
U00003989,油性/混油,37,4,3142.01,4,4,5,4.4,核心价值用户
U00003991,干性/混干,34,4,2292.0,4,4,5,4.4,核心价值用户
U00003992,敏感肌,71,3,2018.67,3,4,5,4.1,核心价值用户
U00003993,敏感肌,16,3,1656.0,5,4,5,4.7,核心价值用户
U00003994,敏感肌,279,1,309.0,1,2,2,1.7,低价值/流失用户
U00003995,干性/混干,88,1,1319.07,3,2,4,3.1,潜力发展用户
U00003996,油性/混油,116,2,238.0,2,3,2,2.3,高价值沉睡用户
U00003997,油性/混油,15,4,5306.91,5,4,5,4.7,核心价值用户
U00003998,中性,356,1,1317.0,1,2,4,2.5,高价值沉睡用户
U00003999,敏感肌,165,1,459.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00004000,油性/混油,47,6,3959.91,4,5,5,4.7,核心价值用户
U00004001,敏感肌,13,5,2816.16,5,5,5,5.0,核心价值用户
U00004002,敏感肌,61,2,642.76,3,3,3,3.0,潜力发展用户
U00004003,敏感肌,167,1,1366.0,2,2,4,2.8,高价值沉睡用户
U00004004,中性,55,3,1887.0,4,4,5,4.4,核心价值用户
U00004006,干性/混干,11,1,1109.75,5,2,4,3.7,潜力发展用户
U00004007,油性/混油,14,5,2219.15,5,5,5,5.0,核心价值用户
U00004009,油性/混油,133,5,2924.56,2,5,5,4.1,核心价值用户
U00004010,中性,156,2,1127.0,2,3,4,3.1,潜力发展用户
U00004011,干性/混干,15,3,957.0,5,4,4,4.300000000000001,核心价值用户
U00004012,油性/混油,106,4,3325.0,2,4,5,3.8,潜力发展用户
U00004013,油性/混油,84,2,1765.0,3,3,5,3.8,潜力发展用户
U00004015,油性/混油,43,3,2653.87,4,4,5,4.4,核心价值用户
U00004018,敏感肌,290,1,309.0,1,2,2,1.7,低价值/流失用户
U00004019,敏感肌,197,1,1386.0,1,2,4,2.5,高价值沉睡用户
U00004020,敏感肌,65,5,2888.29,3,5,5,4.4,核心价值用户
U00004021,中性,3,1,1366.0,5,2,4,3.7,潜力发展用户
U00004022,敏感肌,16,4,3672.0,5,4,5,4.7,核心价值用户
U00004023,敏感肌,130,3,1778.0,2,4,5,3.8,潜力发展用户
U00004024,干性/混干,136,2,1332.0,2,3,4,3.1,潜力发展用户
U00004025,敏感肌,60,1,262.27,4,2,2,2.5999999999999996,高价值沉睡用户
U00004026,干性/混干,123,2,460.91999999999996,2,3,3,2.7,高价值沉睡用户
U00004027,油性/混油,47,2,1646.0,4,3,5,4.1,核心价值用户
U00004028,油性/混油,39,3,1829.9,4,4,5,4.4,核心价值用户
U00004029,油性/混油,135,5,3128.0,2,5,5,4.1,核心价值用户
U00004030,油性/混油,31,4,5402.0,4,4,5,4.4,核心价值用户
U00004031,中性,2,2,1106.0,5,3,4,4.0,核心价值用户
U00004032,敏感肌,42,4,3170.04,4,4,5,4.4,核心价值用户
U00004033,敏感肌,81,2,1177.0,3,3,4,3.4,潜力发展用户
U00004034,油性/混油,301,1,1106.0,1,2,4,2.5,高价值沉睡用户
U00004035,油性/混油,41,2,1147.0,4,3,4,3.6999999999999997,潜力发展用户
U00004037,油性/混油,3,4,4044.0,5,4,5,4.7,核心价值用户
U00004038,中性,22,1,538.0,5,2,3,3.3000000000000003,潜力发展用户
U00004039,敏感肌,81,2,2245.0699999999997,3,3,5,3.8,潜力发展用户
U00004040,中性,237,2,738.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00004041,敏感肌,87,1,718.0,3,2,3,2.7,高价值沉睡用户
U00004042,干性/混干,65,3,1294.0,3,4,4,3.6999999999999997,潜力发展用户
U00004043,油性/混油,61,4,2558.0,3,4,5,4.1,核心价值用户
U00004044,油性/混油,36,4,1667.21,4,4,5,4.4,核心价值用户
U00004045,敏感肌,17,4,2628.5,5,4,5,4.7,核心价值用户
U00004046,干性/混干,99,4,1922.0,2,4,5,3.8,潜力发展用户
U00004047,中性,278,1,151.68,1,2,1,1.2999999999999998,低价值/流失用户
U00004048,中性,121,2,607.0,2,3,3,2.7,高价值沉睡用户
U00004049,油性/混油,111,6,3646.0,2,5,5,4.1,核心价值用户
U00004050,敏感肌,134,1,657.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00004051,中性,47,1,905.16,4,2,4,3.4,潜力发展用户
U00004052,敏感肌,200,2,1146.78,1,3,4,2.8,高价值沉睡用户
U00004054,敏感肌,12,2,977.0,5,3,4,4.0,核心价值用户
U00004056,敏感肌,322,1,459.0,1,2,3,2.1,高价值沉睡用户
U00004057,油性/混油,44,1,181.71,4,2,1,2.1999999999999997,高价值沉睡用户
U00004058,油性/混油,131,3,1212.11,2,4,4,3.4,潜力发展用户
U00004059,油性/混油,8,3,568.8,5,4,3,3.9000000000000004,潜力发展用户
U00004062,干性/混干,51,4,4258.0,4,4,5,4.4,核心价值用户
U00004063,油性/混油,28,3,2024.0,5,4,5,4.7,核心价值用户
U00004066,油性/混油,244,2,488.5,1,3,3,2.4000000000000004,高价值沉睡用户
U00004068,中性,183,2,1994.0,1,3,5,3.2,潜力发展用户
U00004069,中性,17,3,2434.0,5,4,5,4.7,核心价值用户
U00004070,干性/混干,15,2,1434.0,5,3,4,4.0,核心价值用户
U00004071,干性/混干,208,2,996.0,1,3,4,2.8,高价值沉睡用户
U00004072,干性/混干,133,6,3618.51,2,5,5,4.1,核心价值用户
U00004073,油性/混油,89,4,1025.0,3,4,4,3.6999999999999997,潜力发展用户
U00004074,油性/混油,43,3,974.0,4,4,4,4.0,核心价值用户
U00004075,敏感肌,69,2,1026.88,3,3,4,3.4,潜力发展用户
U00004076,油性/混油,294,1,182.47,1,2,1,1.2999999999999998,低价值/流失用户
U00004077,敏感肌,4,5,2425.83,5,5,5,5.0,核心价值用户
U00004078,油性/混油,71,5,3759.0,3,5,5,4.4,核心价值用户
U00004079,油性/混油,93,2,1116.0,2,3,4,3.1,潜力发展用户
U00004080,油性/混油,42,3,3145.46,4,4,5,4.4,核心价值用户
U00004081,敏感肌,142,1,610.89,2,2,3,2.4000000000000004,高价值沉睡用户
U00004082,中性,19,2,1901.8600000000001,5,3,5,4.4,核心价值用户
U00004083,干性/混干,82,4,3274.02,3,4,5,4.1,核心价值用户
U00004084,中性,137,2,867.0,2,3,4,3.1,潜力发展用户
U00004085,敏感肌,98,5,3713.45,2,5,5,4.1,核心价值用户
U00004086,干性/混干,130,3,2176.0,2,4,5,3.8,潜力发展用户
U00004087,干性/混干,304,1,350.0,1,2,2,1.7,低价值/流失用户
U00004088,干性/混干,77,2,1885.0,3,3,5,3.8,潜力发展用户
U00004089,敏感肌,75,4,2859.0,3,4,5,4.1,核心价值用户
U00004090,干性/混干,38,2,1525.0,4,3,5,4.1,核心价值用户
U00004091,敏感肌,109,3,2701.0,2,4,5,3.8,潜力发展用户
U00004092,油性/混油,128,4,1955.0,2,4,5,3.8,潜力发展用户
U00004093,油性/混油,68,1,159.0,3,2,1,1.9,低价值/流失用户
U00004094,油性/混油,7,3,2033.0,5,4,5,4.7,核心价值用户
U00004095,敏感肌,43,2,2060.78,4,3,5,4.1,核心价值用户
