用户ID,R评分,F评分,M评分,抗衰,修护,抗氧化,清爽,抗皱,保湿,cluster,cluster_name
U00023525,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023527,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023531,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023532,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023536,5,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023543,1,2,2,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023554,3,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023559,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023564,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023582,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023592,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023619,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023620,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023632,5,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023648,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023664,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023684,5,3,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023686,2,2,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023688,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023692,1,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023700,4,3,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023713,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023715,4,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00023720,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023727,1,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023737,2,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023748,2,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023780,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023782,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023804,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023805,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023806,2,3,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023808,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023810,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023872,1,3,2,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023879,1,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023880,2,3,2,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00023893,2,2,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023902,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023908,4,3,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023914,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023921,2,2,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023923,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023929,1,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00023947,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023948,3,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023951,4,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023956,2,3,3,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023960,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023977,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024000,2,2,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024015,2,3,2,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024040,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024056,2,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024071,1,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024086,4,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024093,4,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024115,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024116,2,2,2,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024118,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024132,1,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024138,2,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024171,2,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024172,5,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024183,3,3,2,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00024196,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024197,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00024210,5,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024220,4,4,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024221,2,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024228,1,2,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024241,1,2,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024254,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024260,2,3,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024264,2,3,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024274,4,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024275,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024281,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024303,1,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024309,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024316,5,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024318,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024348,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024363,5,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024366,5,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024368,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024379,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024384,2,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024385,1,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024391,1,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024396,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024397,4,2,1,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024417,1,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024458,4,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024476,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024478,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024490,3,3,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024492,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024493,2,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024510,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024511,5,4,2,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024514,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024515,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024529,4,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024531,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024532,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024539,1,2,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024549,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024553,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024559,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024564,5,5,5,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024573,5,5,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024574,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024590,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024591,5,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024594,4,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024616,2,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024626,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024642,4,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024647,4,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024669,5,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024672,1,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024678,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024681,3,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024685,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024686,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00024687,1,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024691,5,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024696,4,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024698,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024721,3,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024731,5,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024768,2,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00024794,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024814,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024816,4,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024818,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024823,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024837,3,3,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00024845,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024853,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024880,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024892,1,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024901,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024916,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00024929,1,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00024934,3,4,5,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024938,5,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024949,2,2,1,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00024968,3,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00024969,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00024981,1,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00024989,3,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00024990,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00024996,5,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025014,2,2,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025041,4,2,2,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025048,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025056,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025059,4,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025060,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025070,3,5,5,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025073,5,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025092,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025095,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025099,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025101,3,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025106,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025140,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025144,4,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025147,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025152,4,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025158,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025163,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025185,4,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025201,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025206,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025207,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025211,2,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025220,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025225,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025226,1,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025241,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025242,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025249,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025251,2,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025252,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025253,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025257,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025258,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025259,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025272,2,2,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025276,4,3,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025278,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025281,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025287,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025295,3,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025304,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025305,1,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025308,3,3,2,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025320,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025325,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025326,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025340,2,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025344,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025362,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025368,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025375,4,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025384,1,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025385,2,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025387,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025393,3,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025404,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025415,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025426,2,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025434,1,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025444,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025449,2,2,4,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025450,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025453,2,3,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025466,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025469,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025479,4,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025516,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025525,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025538,5,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025540,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025563,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025576,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025602,2,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025603,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025606,1,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025613,1,2,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025623,5,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025640,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025649,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025670,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025710,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025714,5,3,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025719,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025729,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025734,5,4,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025761,2,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025794,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025802,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00025809,2,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025831,2,3,2,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025833,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025842,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025843,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00025860,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025865,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025868,5,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025869,1,3,4,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00025870,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025877,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025894,5,3,5,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00025908,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00025914,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00025926,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00025941,5,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025943,4,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00025968,5,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00025977,3,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00025993,5,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00026000,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00026012,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00026014,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00026038,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00026057,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00026062,2,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00026066,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00026084,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
