用户ID,年龄,历史购买次数,是否会员,ITE,客户类型
U00008486,38,5.0,1,0.12106557881424357,敏感型
U00075008,24,1.0,0,0.07013825430478399,自然转化型
U00067820,20,2.0,1,0.06657766519955888,自然转化型
U00044563,26,1.0,0,0.07385483159438486,自然转化型
U00082998,26,2.0,0,0.11582026080405636,敏感型
U00017624,43,2.0,0,0.07839874346856113,自然转化型
U00040555,32,5.0,1,0.12426841815168882,敏感型
U00066855,27,4.0,0,0.14281897780098723,敏感型
U00011504,42,2.0,0,0.1061279254834695,敏感型
U00048451,27,0.0,0,0.06406252762274622,自然转化型
U00007629,19,0.0,0,0.023735189242119564,自然转化型
U00089327,42,3.0,1,0.0905190263348335,自然转化型
U00035801,38,1.0,0,0.07272041467162396,自然转化型
U00064867,42,0.0,1,0.050114384039880694,自然转化型
U00095994,35,3.0,0,0.08526265829955981,自然转化型
U00011287,27,1.0,1,0.0910825113756055,自然转化型
U00092665,18,7.0,0,0.12808793545786107,敏感型
U00000509,32,1.0,0,0.09933124453949016,自然转化型
U00086559,25,3.0,1,0.11992742426168823,敏感型
U00082420,33,3.0,0,0.11252961839034092,敏感型
U00028507,28,6.0,1,0.13702746570239127,敏感型
U00002781,38,2.0,1,0.05024642621704986,自然转化型
U00047705,49,0.0,1,0.020689403892849567,自然转化型
U00033688,22,1.0,0,0.06464636628438472,自然转化型
U00086088,21,1.0,0,0.058324216688915353,自然转化型
U00072229,26,4.0,0,0.15791187561083175,敏感型
U00031648,35,0.0,0,0.0633566102460584,自然转化型
U00087173,37,4.0,1,0.1323539540437731,敏感型
U00099865,22,1.0,0,0.056953960484959626,自然转化型
U00041436,40,9.0,0,0.044548852841673314,自然转化型
U00058352,26,2.0,0,0.08007495843370499,自然转化型
U00083193,46,1.0,0,0.07646371391949983,自然转化型
U00053008,43,0.0,0,0.0644706987284365,自然转化型
U00072589,33,2.0,0,0.1095927488670359,敏感型
U00030420,32,5.0,1,0.09050582292789167,自然转化型
U00007970,41,2.0,1,0.053460790718009576,自然转化型
U00020554,33,5.0,1,0.11176424706385335,敏感型
U00011559,32,2.0,0,0.07312267823100915,自然转化型
U00053565,30,1.0,0,0.08358879876663891,自然转化型
U00004525,41,3.0,0,0.11794258748810021,敏感型
U00003680,31,0.0,1,0.056058572403039325,自然转化型
U00027052,18,2.0,0,0.1182302203700572,敏感型
U00030800,33,2.0,1,0.0788292959324505,自然转化型
U00016881,24,4.0,0,0.163854355060993,敏感型
U00009268,18,3.0,1,0.10594048168891085,敏感型
U00026721,18,1.0,0,0.05639243368811825,自然转化型
U00027294,38,1.0,1,0.07046388962821301,自然转化型
U00003261,30,4.0,0,0.12173861925443119,敏感型
U00090070,25,3.0,1,0.11061361716358842,敏感型
U00084157,28,5.0,0,0.13968751693198111,敏感型
U00043005,28,1.0,1,0.08020647639890682,自然转化型
U00044947,28,0.0,1,0.05345579165717726,自然转化型
U00082260,29,2.0,0,0.10146812184515583,自然转化型
U00018545,34,2.0,1,0.07913711196234968,自然转化型
U00048974,49,6.0,0,0.10621349840760674,敏感型
U00052288,18,4.0,0,0.10876976044038983,敏感型
U00030435,26,2.0,1,0.10275829103175307,敏感型
U00019938,50,2.0,1,0.07937972251754474,自然转化型
U00029318,40,1.0,0,0.06684390691645314,自然转化型
U00011230,32,4.0,0,0.12102439256514785,敏感型
U00083185,27,1.0,1,0.07820330264566147,自然转化型
U00087952,42,5.0,1,0.07894935533567315,自然转化型
U00077022,35,2.0,1,0.06234030890295611,自然转化型
U00099380,33,1.0,0,0.07963783708585295,自然转化型
U00065520,23,0.0,1,0.05056833243005818,自然转化型
U00076346,41,2.0,0,0.06809267173683525,自然转化型
U00047543,26,2.0,0,0.060728974731109386,自然转化型
U00094370,27,2.0,1,0.058789355391297954,自然转化型
U00001291,35,0.0,1,0.06553061803600518,自然转化型
U00074662,24,2.0,0,0.06243998604339587,自然转化型
U00067999,24,1.0,0,0.059997727706425585,自然转化型
U00081399,40,2.0,1,0.04847609473920936,自然转化型
U00003670,34,0.0,1,0.03666582056741444,自然转化型
U00011151,31,2.0,1,0.08629762001928448,自然转化型
U00033690,42,2.0,1,0.060526713751034245,自然转化型
U00057508,26,3.0,0,0.147089590927781,敏感型
U00035960,42,2.0,1,0.04844498622139001,自然转化型
U00022071,24,3.0,1,0.1143932285832695,敏感型
U00074589,30,1.0,1,0.1081136083240862,敏感型
U00062138,43,0.0,0,0.04502826823228645,自然转化型
U00018168,35,7.0,1,0.10504200714027101,敏感型
U00003040,30,2.0,1,0.07189951075264644,自然转化型
U00008356,39,5.0,0,0.07313397920881543,自然转化型
U00080138,27,2.0,1,0.07688620914051894,自然转化型
U00092913,37,4.0,0,0.08954947267096525,自然转化型
U00064573,33,5.0,1,0.1250182406814248,敏感型
U00036062,44,1.0,1,0.052046939149344135,自然转化型
U00044243,36,1.0,0,0.09900680478695403,自然转化型
U00074382,34,0.0,1,0.061681480970695285,自然转化型
U00071576,28,1.0,1,0.10090787580282443,自然转化型
U00001585,35,3.0,1,0.12711282495148846,敏感型
U00018455,29,1.0,0,0.07511559610569632,自然转化型
U00009793,33,1.0,0,0.0752063856031493,自然转化型
U00010485,36,0.0,1,0.06966112381320397,自然转化型
U00064190,37,2.0,1,0.0608105982851824,自然转化型
U00082983,29,3.0,0,0.12014080791535292,敏感型
U00070700,21,1.0,1,0.07389401655634262,自然转化型
U00089158,28,3.0,0,0.11832264180469826,敏感型
U00095603,22,2.0,1,0.061960929963552985,自然转化型
U00040534,18,6.0,0,0.13035372706645054,敏感型
U00099100,25,0.0,1,0.06690567828759941,自然转化型
U00009203,28,0.0,1,0.06174636903729469,自然转化型
U00053942,34,6.0,0,0.10587523422938805,敏感型
U00007146,35,1.0,1,0.09675475619023846,自然转化型
U00034256,37,8.0,0,0.05629208621894921,自然转化型
U00020491,38,5.0,0,0.09487252849805916,自然转化型
U00000174,34,0.0,0,0.055857093865156554,自然转化型
U00066329,28,2.0,0,0.058292490459816965,自然转化型
U00081310,34,6.0,0,0.12216473141590245,敏感型
U00052073,30,2.0,0,0.09855284945764312,自然转化型
U00060389,40,2.0,1,0.09425828703760089,自然转化型
U00059502,27,0.0,0,0.057948197929519746,自然转化型
U00008947,30,2.0,1,0.09519418931172394,自然转化型
U00026575,26,0.0,1,0.0735119294231244,自然转化型
U00089744,44,3.0,1,0.12730374623866964,敏感型
U00031268,22,0.0,0,0.048471116612984505,自然转化型
U00032755,39,3.0,1,0.12045595835321898,敏感型
U00088546,41,2.0,0,0.08854503944281569,自然转化型
U00027088,34,4.0,1,0.106853695992354,敏感型
U00065923,24,3.0,1,0.0917194694637406,自然转化型
U00001445,35,0.0,1,0.04827947398998589,自然转化型
U00039308,22,0.0,0,0.03314422355028876,自然转化型
U00057201,34,3.0,1,0.11144107921616236,敏感型
U00068236,38,2.0,0,0.09550670776835904,自然转化型
U00087591,18,4.0,1,0.11014807884167688,敏感型
U00041915,36,2.0,1,0.062083768568661934,自然转化型
U00050489,29,2.0,1,0.08167206333024796,自然转化型
U00007852,29,0.0,1,0.06280258933709723,自然转化型
U00038703,29,5.0,1,0.13849923574285822,敏感型
U00062628,24,1.0,1,0.06366767412470956,自然转化型
U00088832,27,0.0,0,0.048187618328330295,自然转化型
U00012903,43,5.0,1,0.10886169597000606,敏感型
U00044963,38,5.0,0,0.0961864873488506,自然转化型
U00093015,20,1.0,1,0.07375847324715115,自然转化型
U00075934,18,1.0,1,0.07433433154224245,自然转化型
U00017071,39,2.0,1,0.062463672457555686,自然转化型
U00037919,22,5.0,1,0.12732698528790232,敏感型
U00013273,42,1.0,1,0.05833282918303678,自然转化型
U00050512,35,5.0,1,0.08088760977060205,自然转化型
U00084743,19,1.0,0,0.04684415018985666,自然转化型
U00003203,33,2.0,1,0.10768689482182517,敏感型
U00052041,41,1.0,0,0.06358804658829326,自然转化型
U00089417,30,1.0,0,0.07192842716698747,自然转化型
U00002645,23,4.0,0,0.13972364826496153,敏感型
U00038743,39,2.0,1,0.09427273463188468,自然转化型
U00061771,32,5.0,0,0.11456824519241343,敏感型
U00064144,34,0.0,1,0.061681480970695285,自然转化型
U00019661,44,2.0,0,0.05833531198343783,自然转化型
U00053066,31,3.0,0,0.13873439399169218,敏感型
U00057576,43,9.0,1,0.0873044227832731,自然转化型
U00002715,34,3.0,1,0.11867890341945847,敏感型
U00075842,31,3.0,0,0.12244166033318737,敏感型
U00081893,19,0.0,0,0.0171153386940186,自然转化型
U00074015,40,7.0,1,0.10479122096775484,敏感型
U00079768,28,5.0,0,0.1054453973042222,敏感型
U00037034,19,1.0,0,0.0585872418960503,自然转化型
U00085506,23,3.0,0,0.14799611428063542,敏感型
U00049567,38,1.0,1,0.047461323645963394,自然转化型
U00048774,19,8.0,0,0.1633534836779516,敏感型
U00090913,23,0.0,0,0.028417660509204856,自然转化型
U00000307,42,2.0,0,0.06480359079081588,自然转化型
U00062941,24,8.0,0,0.1450322514665599,敏感型
U00044128,43,0.0,0,0.05189386077391395,自然转化型
U00071417,30,1.0,1,0.060090491891321346,自然转化型
U00056119,31,3.0,1,0.14115116998863408,敏感型
U00094877,35,4.0,0,0.10704415069639228,敏感型
U00087791,39,3.0,1,0.12141367624074795,敏感型
U00041008,30,2.0,1,0.0964959335210655,自然转化型
U00077691,19,4.0,0,0.12446106128641532,敏感型
U00056150,25,1.0,0,0.06919459361493735,自然转化型
U00028183,36,6.0,0,0.12233442630458641,敏感型
U00049746,32,1.0,1,0.07946826328636036,自然转化型
U00082131,18,0.0,1,0.01336208630882052,自然转化型
U00037250,36,1.0,1,0.08296752898337431,自然转化型
U00048026,38,2.0,1,0.0618592241914524,自然转化型
U00024593,18,1.0,0,0.09301857898260499,自然转化型
U00078942,26,2.0,1,0.07428661685401106,自然转化型
U00019591,32,3.0,1,0.11678347850052023,敏感型
U00000216,38,0.0,0,0.020408928086479705,自然转化型
U00065155,45,3.0,0,0.13265668883002835,敏感型
U00083708,34,3.0,1,0.11466190837629686,敏感型
U00075628,29,4.0,0,0.13065833740307237,敏感型
U00018619,19,2.0,0,0.05345711590177041,自然转化型
U00034249,32,0.0,1,0.06648733610848653,自然转化型
U00001518,37,2.0,0,0.06618500667345947,自然转化型
U00025192,27,2.0,0,0.07347353949672472,自然转化型
U00085419,41,1.0,0,0.06122267638654322,自然转化型
U00015887,47,2.0,1,0.050860650491966475,自然转化型
U00050451,27,2.0,1,0.05880230976933687,自然转化型
U00064439,37,3.0,0,0.11548542291731972,敏感型
U00082161,25,0.0,1,0.06690567828759941,自然转化型
U00067858,39,0.0,0,0.040115488310648484,自然转化型
U00093921,32,1.0,0,0.08083841250888732,自然转化型
U00022657,39,2.0,1,0.08832671747002668,自然转化型
U00004197,40,1.0,0,0.06017741675424276,自然转化型
U00052133,30,1.0,1,0.08434166104994353,自然转化型
U00086936,32,2.0,1,0.08039253360116758,自然转化型
U00060229,37,8.0,1,0.07425763736296387,自然转化型
U00091889,33,2.0,1,0.07435918280925996,自然转化型
U00023795,28,2.0,1,0.09118405210893599,自然转化型
U00059044,37,1.0,1,0.06113973320879057,自然转化型
U00097995,23,1.0,0,0.05412344542034839,自然转化型
U00052948,21,1.0,0,0.05707154446134241,自然转化型
U00098433,30,4.0,0,0.1252471956167685,敏感型
U00018895,27,4.0,0,0.16014186869258135,敏感型
U00078141,37,6.0,1,0.06327948178926335,自然转化型
U00038186,28,4.0,1,0.1131379176991491,敏感型
U00011744,31,3.0,0,0.09759878841235703,自然转化型
U00026477,47,1.0,1,0.05603423415498282,自然转化型
U00031479,33,1.0,0,0.07875844605000584,自然转化型
U00005563,27,3.0,1,0.08844553120422466,自然转化型
U00080019,19,3.0,1,0.08178738734948088,自然转化型
U00085147,33,3.0,0,0.10536514365886035,敏感型
U00006397,32,2.0,0,0.08164429268985693,自然转化型
U00048782,28,0.0,0,0.06186366957051609,自然转化型
U00040628,33,2.0,0,0.07647956252393609,自然转化型
U00066345,40,1.0,1,0.07425536040304104,自然转化型
U00053267,37,0.0,1,0.05804759745452909,自然转化型
U00033197,24,3.0,0,0.1005220998761146,自然转化型
U00071769,36,1.0,0,0.07157868092157546,自然转化型
U00009794,24,3.0,0,0.10947771087861374,敏感型
U00025316,22,0.0,0,0.048471116612984505,自然转化型
U00083266,31,7.0,0,0.12578027757564125,敏感型
U00067743,38,0.0,0,0.04450466918034074,自然转化型
U00029181,36,2.0,1,0.060976697938365465,自然转化型
U00047436,39,1.0,0,0.0632684162913977,自然转化型
U00049147,28,2.0,0,0.07325553575038365,自然转化型
U00013750,36,1.0,0,0.07595833096794716,自然转化型
U00067077,18,1.0,0,0.051246420895716654,自然转化型
U00070740,37,0.0,1,0.02217989341890228,自然转化型
U00009302,38,1.0,1,0.07407786662606256,自然转化型
U00035988,34,4.0,0,0.13484858045343345,敏感型
U00010927,25,0.0,1,0.05769465072169064,自然转化型
U00006125,44,2.0,0,0.05677817630703952,自然转化型
U00018253,26,1.0,0,0.07929519671739096,自然转化型
U00091941,33,1.0,0,0.07910608926945695,自然转化型
U00070016,24,1.0,1,0.0754996634893115,自然转化型
U00043926,32,2.0,1,0.09704638623314599,自然转化型
U00028065,18,0.0,0,0.020199594503356122,自然转化型
U00097053,32,0.0,1,0.06012159328610747,自然转化型
U00027423,39,4.0,1,0.13102972140712676,敏感型
U00079578,32,3.0,0,0.14371938897452047,敏感型
U00089037,48,0.0,0,0.06669777049754513,自然转化型
U00034618,24,1.0,1,0.07190751308429905,自然转化型
U00093132,42,5.0,1,0.08762973044152744,自然转化型
U00014541,34,1.0,0,0.08179777214014639,自然转化型
U00099838,22,3.0,0,0.0748246947766113,自然转化型
U00070022,25,2.0,1,0.07354079943150657,自然转化型
U00068238,26,5.0,0,0.13476444296695433,敏感型
U00069002,21,4.0,0,0.10190704763473185,自然转化型
U00022244,25,2.0,0,0.07133858593082062,自然转化型
U00000499,24,4.0,0,0.14779564610403884,敏感型
U00022447,26,1.0,1,0.09241323975559498,自然转化型
U00085466,38,5.0,1,0.10975575279912697,敏感型
U00068014,25,0.0,0,0.04558677499253033,自然转化型
U00088932,35,2.0,0,0.06682352370527248,自然转化型
U00054388,26,4.0,0,0.14859687980719427,敏感型
U00040998,20,7.0,0,0.1514540602302571,敏感型
U00009652,37,0.0,0,0.02188298606005981,自然转化型
U00087081,36,2.0,0,0.06108196884342906,自然转化型
U00017885,34,3.0,1,0.12218735067182562,敏感型
U00057360,31,4.0,0,0.13327321426727284,敏感型
U00000594,34,2.0,0,0.10883467247724635,敏感型
U00082838,34,4.0,1,0.12094794122472957,敏感型
U00006132,27,5.0,1,0.11098554424093765,敏感型
U00006752,25,2.0,1,0.07009224475771614,自然转化型
U00079625,40,2.0,1,0.05421330870801788,自然转化型
U00098773,27,7.0,0,0.11331765071856481,敏感型
U00077059,18,0.0,0,0.00784609485075105,自然转化型
U00016350,37,0.0,1,0.05804759745452909,自然转化型
U00006918,52,1.0,0,0.09176074370966769,自然转化型
U00079535,24,5.0,0,0.14889910918793403,敏感型
U00064098,41,5.0,0,0.08520443295405733,自然转化型
U00016597,37,6.0,0,0.06345049524183455,自然转化型
U00060789,42,2.0,0,0.057889173986426345,自然转化型
U00051559,20,4.0,0,0.12804274911521324,敏感型
U00041084,38,0.0,0,0.054226923727797555,自然转化型
U00016480,39,4.0,0,0.10912852414362711,敏感型
U00031677,30,1.0,1,0.07986692942497803,自然转化型
U00003157,22,3.0,0,0.07102038342996425,自然转化型
U00063677,40,3.0,1,0.10906884393790695,敏感型
U00083011,37,4.0,0,0.11894653153212581,敏感型
U00005571,31,5.0,1,0.13177296425663598,敏感型
U00072605,54,3.0,0,0.18618113167955924,敏感型
U00029734,26,2.0,0,0.09805243638188924,自然转化型
U00086907,25,2.0,0,0.06774621118008409,自然转化型
U00041712,18,1.0,0,0.05002038068807149,自然转化型
U00074541,20,1.0,1,0.0701643475470268,自然转化型
U00047354,29,3.0,0,0.1179176943453194,敏感型
U00003026,28,2.0,0,0.09373750033821457,自然转化型
U00033958,58,0.0,0,0.19682604100853685,敏感型
U00011722,23,3.0,0,0.13250395137986126,敏感型
U00021343,48,5.0,1,0.10056980293364182,自然转化型
U00059497,37,0.0,1,0.054035714795888146,自然转化型
U00006620,30,1.0,1,0.08998219571796137,自然转化型
U00027020,40,0.0,1,0.04080736751451583,自然转化型
U00009940,18,1.0,0,0.054286248735235104,自然转化型
U00015030,36,1.0,1,0.06168704765832342,自然转化型
U00016989,34,4.0,0,0.08279961555144588,自然转化型
U00002369,23,1.0,1,0.07323691913317573,自然转化型
U00013745,28,7.0,1,0.15821600085189047,敏感型
U00017697,24,2.0,0,0.0828451433142173,自然转化型
U00038004,39,1.0,1,0.07409534027717737,自然转化型
U00076082,28,1.0,0,0.07866360841089953,自然转化型
U00088791,33,1.0,1,0.10232551419707131,敏感型
U00023225,25,0.0,1,0.06690567828759941,自然转化型
U00020337,31,0.0,1,0.048274151279701916,自然转化型
U00034825,18,2.0,0,0.05350151747803747,自然转化型
U00098733,28,8.0,1,0.1572122295114401,敏感型
U00076384,33,1.0,1,0.08192597627371045,自然转化型
U00071538,32,2.0,0,0.07509725313362539,自然转化型
U00070849,32,0.0,1,0.05953220625817293,自然转化型
U00034301,32,1.0,1,0.07846103089429773,自然转化型
U00068460,28,2.0,0,0.07656050006507215,自然转化型
U00049039,32,2.0,0,0.07534288740638234,自然转化型
U00079620,35,1.0,0,0.08274392726278487,自然转化型
U00032135,42,1.0,1,0.04214043844876958,自然转化型
U00048470,32,1.0,0,0.07499331552559194,自然转化型
U00094793,40,2.0,0,0.06434278629595835,自然转化型
U00048114,36,3.0,0,0.1013846040775151,自然转化型
U00092012,29,2.0,1,0.09639185253682295,自然转化型
U00034979,24,3.0,1,0.12551352896510792,敏感型
U00071174,33,4.0,0,0.10521041202635295,敏感型
U00017658,40,2.0,0,0.07082482198893209,自然转化型
U00060275,25,0.0,0,0.05333739363440046,自然转化型
U00022857,33,2.0,1,0.10085323045298653,自然转化型
U00094444,20,4.0,0,0.1416625377785869,敏感型
U00074055,36,4.0,0,0.10039355426586616,自然转化型
U00093024,41,2.0,1,0.06765707858578138,自然转化型
U00024385,38,0.0,1,0.049375032951629094,自然转化型
U00070303,30,1.0,1,0.07817613005532412,自然转化型
U00036027,37,3.0,0,0.08054026639694262,自然转化型
U00041202,36,2.0,0,0.0655353606053489,自然转化型
U00056570,25,3.0,1,0.11219389819839076,敏感型
U00054330,33,1.0,0,0.08231359123896728,自然转化型
U00071918,45,3.0,0,0.13571230616147512,敏感型
U00035921,33,0.0,1,0.062220599573739516,自然转化型
U00062672,28,6.0,1,0.10884315467377659,敏感型
U00008708,35,3.0,0,0.121784068425833,敏感型
U00084872,33,6.0,0,0.12659271094659497,敏感型
U00062003,25,5.0,0,0.13465122197563756,敏感型
U00006617,40,0.0,0,0.01756078197624486,自然转化型
U00023468,48,4.0,0,0.11700502249685818,敏感型
U00004736,39,0.0,0,0.02867469587239671,自然转化型
