用户ID,性别,年龄,肤质,是否会员,常用省份
U00016650,男,33,敏感肌,否,浙江
U00016651,女,41,中性,否,四川
U00016652,女,41,油性/混油,否,江苏
U00016653,女,33,中性,否,广东
U00016654,女,19,敏感肌,否,江苏
U00016655,女,46,干性/混干,是,四川
U00016656,男,36,油性/混油,是,江苏
U00016657,女,27,油性/混油,否,广东
U00016658,女,35,干性/混干,否,广东
U00016659,女,19,中性,否,上海
U00016660,女,40,油性/混油,是,山东
U00016661,女,20,干性/混干,否,北京
U00016662,女,30,干性/混干,是,广东
U00016663,女,33,干性/混干,是,山东
U00016664,女,40,干性/混干,否,上海
U00016665,女,32,油性/混油,否,北京
U00016666,男,37,敏感肌,否,河南
U00016667,女,31,中性,是,四川
U00016668,女,31,油性/混油,是,湖南
U00016669,女,32,敏感肌,否,广东
U00016670,男,30,干性/混干,否,山东
U00016671,男,18,干性/混干,否,浙江
U00016672,女,25,油性/混油,否,广东
U00016673,男,33,中性,否,河南
U00016674,男,30,中性,否,浙江
U00016675,女,30,敏感肌,否,江苏
U00016676,女,29,中性,是,四川
U00016677,男,25,干性/混干,是,广东
U00016678,女,28,干性/混干,是,河南
U00016679,女,29,干性/混干,否,广东
U00016680,女,32,干性/混干,是,北京
U00016681,女,35,油性/混油,否,上海
U00016682,女,30,敏感肌,否,四川
U00016683,女,23,油性/混油,否,河南
U00016684,男,20,敏感肌,否,湖北
U00016685,女,52,中性,否,湖南
U00016686,女,22,敏感肌,否,山东
U00016687,女,27,油性/混油,是,北京
U00016688,女,36,中性,否,湖北
U00016689,女,34,敏感肌,否,江苏
U00016690,男,36,中性,否,广东
U00016691,男,28,敏感肌,否,上海
U00016692,女,33,干性/混干,是,北京
U00016693,男,32,敏感肌,否,广东
U00016694,女,29,油性/混油,否,河南
U00016695,女,33,油性/混油,是,山东
U00016696,女,40,敏感肌,否,广东
U00016697,女,31,油性/混油,否,北京
U00016698,男,31,敏感肌,是,广东
U00016699,男,40,敏感肌,否,广东
U00016700,女,39,油性/混油,是,山东
U00016701,女,44,油性/混油,是,江苏
U00016702,女,18,敏感肌,否,湖南
U00016703,女,39,敏感肌,否,浙江
U00016704,女,36,油性/混油,否,浙江
U00016705,女,24,干性/混干,否,江苏
U00016706,女,34,油性/混油,否,湖北
U00016707,女,40,敏感肌,否,河南
U00016708,女,25,干性/混干,是,河南
U00016709,女,35,油性/混油,是,湖南
U00016710,女,38,中性,是,山东
U00016711,男,23,油性/混油,是,河南
U00016712,女,30,油性/混油,是,江苏
U00016713,女,34,油性/混油,是,江苏
U00016714,女,25,敏感肌,是,山东
U00016715,女,24,中性,是,上海
U00016716,女,30,中性,是,河南
U00016717,男,38,干性/混干,否,江苏
U00016718,女,37,中性,否,河南
U00016719,女,25,油性/混油,否,湖南
U00016720,女,37,干性/混干,否,上海
U00016721,女,25,干性/混干,否,浙江
U00016722,女,19,敏感肌,否,上海
U00016723,女,29,油性/混油,否,北京
U00016724,男,40,油性/混油,否,四川
U00016725,女,37,敏感肌,是,湖南
U00016726,女,31,油性/混油,是,广东
U00016727,男,28,敏感肌,否,江苏
U00016728,男,28,油性/混油,否,江苏
U00016729,女,32,中性,否,广东
U00016730,女,23,干性/混干,否,浙江
U00016731,女,29,干性/混干,否,上海
U00016732,女,30,油性/混油,是,浙江
U00016733,男,21,敏感肌,是,广东
U00016734,男,25,敏感肌,否,浙江
U00016735,女,35,敏感肌,否,江苏
U00016736,女,32,油性/混油,否,江苏
U00016737,女,29,干性/混干,否,江苏
U00016738,男,24,油性/混油,否,江苏
U00016739,男,44,干性/混干,是,北京
U00016740,男,25,油性/混油,否,湖南
U00016741,女,34,干性/混干,是,广东
U00016742,女,28,敏感肌,否,北京
U00016743,男,32,油性/混油,否,江苏
U00016744,女,35,敏感肌,否,河南
U00016745,女,21,敏感肌,否,江苏
U00016746,女,31,敏感肌,否,北京
U00016747,女,41,油性/混油,否,上海
U00016748,男,46,敏感肌,是,山东
U00016749,女,30,油性/混油,是,河南
U00016750,女,32,油性/混油,否,广东
U00016751,女,49,油性/混油,否,江苏
U00016752,女,41,油性/混油,是,北京
U00016753,女,27,干性/混干,是,山东
U00016754,女,27,中性,是,河南
U00016755,女,39,油性/混油,是,广东
U00016756,男,23,敏感肌,否,江苏
U00016757,女,40,中性,是,湖北
U00016758,女,34,油性/混油,否,江苏
U00016759,女,36,油性/混油,否,浙江
U00016760,女,29,敏感肌,否,浙江
U00016761,女,26,敏感肌,否,浙江
U00016762,女,43,油性/混油,是,浙江
U00016763,男,30,中性,是,上海
U00016764,女,28,油性/混油,否,上海
U00016765,女,31,干性/混干,是,江苏
U00016766,女,33,敏感肌,否,山东
U00016767,女,23,干性/混干,否,湖北
U00016768,男,27,中性,是,北京
U00016769,女,27,敏感肌,是,湖北
U00016770,男,38,敏感肌,是,上海
U00016771,女,24,中性,是,江苏
U00016772,男,18,中性,是,浙江
U00016773,女,18,干性/混干,否,浙江
U00016774,女,20,敏感肌,否,北京
U00016775,男,42,油性/混油,是,湖南
U00016776,男,32,油性/混油,是,山东
U00016777,女,36,干性/混干,是,浙江
U00016778,男,36,油性/混油,否,湖北
U00016779,男,32,敏感肌,否,山东
U00016780,男,31,敏感肌,否,浙江
U00016781,男,40,干性/混干,否,湖南
U00016782,女,33,干性/混干,否,河南
U00016783,女,43,敏感肌,是,四川
U00016784,男,36,干性/混干,是,浙江
U00016785,男,27,中性,否,广东
U00016786,男,28,中性,是,广东
U00016787,女,26,油性/混油,是,上海
U00016788,女,41,敏感肌,是,广东
U00016789,女,28,中性,是,山东
U00016790,男,25,敏感肌,否,江苏
U00016791,女,34,中性,否,湖北
U00016792,女,31,敏感肌,是,上海
U00016793,女,34,油性/混油,是,河南
U00016794,女,47,油性/混油,否,广东
U00016795,女,39,干性/混干,否,浙江
U00016796,女,32,干性/混干,是,浙江
U00016797,女,20,敏感肌,否,浙江
U00016798,女,28,油性/混油,是,山东
U00016799,女,37,油性/混油,是,广东
U00016800,女,22,油性/混油,是,江苏
U00016801,女,49,油性/混油,否,广东
U00016802,女,32,油性/混油,是,山东
U00016803,女,32,油性/混油,是,北京
U00016804,女,26,油性/混油,是,河南
U00016805,男,35,中性,否,浙江
U00016806,女,22,油性/混油,否,浙江
U00016807,女,49,敏感肌,是,江苏
U00016808,女,42,敏感肌,否,北京
U00016809,男,39,中性,否,江苏
U00016810,女,20,干性/混干,是,江苏
U00016811,男,33,中性,否,浙江
U00016812,女,41,敏感肌,是,浙江
U00016813,女,36,中性,否,浙江
U00016814,男,23,敏感肌,是,广东
U00016815,女,26,干性/混干,是,上海
U00016816,女,28,油性/混油,否,四川
U00016817,男,27,中性,否,上海
U00016818,男,44,中性,否,浙江
U00016819,男,18,中性,否,四川
U00016820,男,37,敏感肌,否,北京
U00016821,女,21,干性/混干,否,广东
U00016822,男,24,干性/混干,是,广东
U00016823,女,18,敏感肌,否,江苏
U00016824,女,27,干性/混干,否,河南
U00016825,女,44,敏感肌,否,浙江
U00016826,男,34,中性,否,广东
U00016827,女,22,敏感肌,否,北京
U00016828,男,40,油性/混油,否,四川
U00016829,女,41,油性/混油,是,广东
U00016830,男,32,中性,否,广东
U00016831,女,48,干性/混干,是,江苏
U00016832,女,38,敏感肌,否,广东
U00016833,女,37,油性/混油,是,江苏
U00016834,女,25,敏感肌,是,上海
U00016835,女,37,油性/混油,否,山东
U00016836,男,33,油性/混油,否,浙江
U00016837,女,36,敏感肌,是,山东
U00016838,女,26,中性,否,浙江
U00016839,男,33,油性/混油,否,浙江
U00016840,女,25,敏感肌,是,浙江
U00016841,女,18,油性/混油,否,山东
U00016842,女,39,敏感肌,是,山东
U00016843,女,19,中性,是,湖北
U00016844,女,32,敏感肌,否,四川
U00016845,女,34,干性/混干,是,广东
U00016846,男,34,油性/混油,否,江苏
U00016847,男,29,中性,否,上海
U00016848,女,34,敏感肌,是,北京
U00016849,男,35,中性,是,北京
U00016850,女,37,敏感肌,是,江苏
U00016851,女,45,油性/混油,是,山东
U00016852,男,33,敏感肌,否,广东
U00016853,男,32,敏感肌,是,浙江
U00016854,男,24,油性/混油,否,四川
U00016855,女,35,油性/混油,是,江苏
U00016856,女,37,油性/混油,否,湖北
U00016857,女,30,干性/混干,是,北京
U00016858,男,36,敏感肌,否,北京
U00016859,女,29,敏感肌,是,山东
U00016860,女,37,干性/混干,是,广东
U00016861,男,39,中性,是,湖北
U00016862,女,39,中性,是,广东
U00016863,男,32,干性/混干,是,浙江
U00016864,女,23,油性/混油,否,北京
U00016865,男,27,干性/混干,否,浙江
U00016866,男,36,油性/混油,否,江苏
U00016867,女,51,中性,否,江苏
U00016868,女,29,油性/混油,否,山东
U00016869,女,35,敏感肌,是,广东
U00016870,男,27,干性/混干,是,湖南
U00016871,男,24,中性,否,浙江
U00016872,男,26,油性/混油,是,四川
U00016873,女,18,敏感肌,否,山东
U00016874,女,42,干性/混干,否,山东
U00016875,女,18,干性/混干,是,广东
U00016876,男,29,敏感肌,否,山东
U00016877,女,22,油性/混油,是,浙江
U00016878,男,24,油性/混油,否,湖北
U00016879,女,43,敏感肌,否,上海
U00016880,男,33,油性/混油,否,浙江
U00016881,男,24,干性/混干,否,湖南
U00016882,男,27,油性/混油,否,湖南
U00016883,女,25,油性/混油,是,浙江
U00016884,男,31,敏感肌,否,江苏
U00016885,女,33,中性,是,上海
U00016886,女,47,干性/混干,否,广东
U00016887,女,18,干性/混干,否,河南
U00016888,女,31,油性/混油,否,浙江
U00016889,女,29,干性/混干,是,上海
U00016890,女,39,敏感肌,否,四川
U00016891,男,34,油性/混油,否,广东
U00016892,女,36,敏感肌,是,江苏
U00016893,女,34,敏感肌,是,河南
U00016894,女,24,中性,否,北京
U00016895,男,41,敏感肌,是,上海
U00016896,女,38,油性/混油,是,广东
U00016897,女,39,敏感肌,否,上海
U00016898,女,42,中性,是,江苏
U00016899,女,35,敏感肌,否,山东
U00016900,女,43,干性/混干,是,北京
U00016901,女,35,干性/混干,否,山东
U00016902,女,30,干性/混干,是,上海
U00016903,女,31,敏感肌,否,广东
U00016904,女,31,敏感肌,是,上海
U00016905,男,27,中性,否,上海
U00016906,男,45,敏感肌,否,北京
U00016907,女,34,敏感肌,否,浙江
U00016908,男,32,敏感肌,是,浙江
U00016909,女,35,油性/混油,是,山东
U00016910,女,55,油性/混油,否,山东
U00016911,女,22,敏感肌,是,北京
U00016912,男,25,中性,否,上海
U00016913,男,20,中性,否,上海
U00016914,女,30,敏感肌,是,浙江
U00016915,女,33,干性/混干,否,湖南
U00016916,女,28,中性,是,江苏
U00016917,女,27,干性/混干,是,广东
U00016918,女,33,敏感肌,是,北京
U00016919,女,27,油性/混油,否,湖南
U00016920,女,34,干性/混干,否,广东
U00016921,女,40,油性/混油,是,湖南
U00016922,女,37,中性,否,山东
U00016923,女,39,干性/混干,是,湖南
U00016924,女,40,敏感肌,否,河南
U00016925,女,34,敏感肌,否,四川
U00016926,女,30,油性/混油,是,浙江
U00016927,女,25,敏感肌,是,四川
U00016928,女,28,中性,否,广东
U00016929,男,27,敏感肌,是,湖北
U00016930,女,37,油性/混油,是,湖南
U00016931,女,34,干性/混干,否,北京
U00016932,女,37,敏感肌,是,北京
U00016933,女,22,敏感肌,是,上海
U00016934,女,43,敏感肌,否,浙江
U00016935,女,28,中性,是,广东
U00016936,女,23,中性,是,北京
U00016937,女,28,中性,否,河南
U00016938,女,51,敏感肌,否,河南
U00016939,女,28,中性,否,河南
U00016940,女,29,敏感肌,是,湖北
U00016941,女,30,干性/混干,否,广东
U00016942,女,30,敏感肌,是,北京
U00016943,女,25,油性/混油,否,河南
U00016944,女,33,油性/混油,否,江苏
U00016945,女,40,干性/混干,是,广东
U00016946,女,34,油性/混油,是,上海
U00016947,女,23,中性,是,湖北
U00016948,男,29,油性/混油,否,上海
U00016949,女,27,敏感肌,否,北京
U00016950,女,32,敏感肌,否,北京
U00016951,男,42,油性/混油,否,广东
U00016952,女,30,中性,否,上海
U00016953,女,31,干性/混干,否,江苏
U00016954,女,46,中性,是,北京
U00016955,女,39,中性,是,四川
U00016956,男,36,干性/混干,否,河南
U00016957,女,47,油性/混油,是,山东
U00016958,男,35,油性/混油,否,浙江
U00016959,女,18,干性/混干,否,广东
U00016960,女,38,油性/混油,是,江苏
U00016961,女,19,敏感肌,是,广东
U00016962,女,35,干性/混干,是,浙江
U00016963,女,18,敏感肌,是,浙江
U00016964,女,28,油性/混油,是,湖北
U00016965,男,29,干性/混干,否,北京
U00016966,女,25,敏感肌,否,江苏
U00016967,女,29,敏感肌,是,浙江
U00016968,女,40,中性,否,广东
U00016969,男,26,敏感肌,否,四川
U00016970,女,36,油性/混油,是,山东
U00016971,男,24,敏感肌,否,江苏
U00016972,女,30,干性/混干,否,湖北
U00016973,女,34,敏感肌,否,山东
U00016974,女,24,敏感肌,否,四川
U00016975,男,21,中性,否,山东
U00016976,女,35,敏感肌,是,浙江
U00016977,男,40,干性/混干,否,山东
U00016978,男,31,油性/混油,否,上海
U00016979,女,28,油性/混油,是,江苏
U00016980,女,33,敏感肌,是,浙江
U00016981,男,32,中性,否,广东
U00016982,男,33,中性,否,北京
U00016983,女,18,油性/混油,是,山东
U00016984,女,23,油性/混油,否,浙江
U00016985,男,25,敏感肌,否,广东
U00016986,男,33,敏感肌,否,四川
U00016987,女,33,敏感肌,是,四川
U00016988,女,37,中性,否,北京
U00016989,女,34,敏感肌,否,湖北
U00016990,女,21,中性,否,浙江
U00016991,女,43,中性,是,江苏
U00016992,女,42,油性/混油,否,河南
U00016993,男,21,油性/混油,否,四川
U00016994,男,34,敏感肌,否,江苏
U00016995,男,27,敏感肌,否,四川
U00016996,女,33,干性/混干,否,广东
U00016997,女,40,干性/混干,是,北京
U00016998,女,49,中性,否,浙江
U00016999,女,38,敏感肌,是,广东
U00017000,男,34,敏感肌,是,湖南
U00017001,女,29,敏感肌,否,广东
U00017002,女,33,干性/混干,是,上海
U00017003,女,42,油性/混油,是,河南
U00017004,女,31,油性/混油,是,湖南
U00017005,女,24,中性,是,北京
U00017006,女,19,敏感肌,否,湖南
U00017007,女,36,敏感肌,是,湖南
U00017008,女,33,敏感肌,否,江苏
U00017009,女,26,中性,否,浙江
U00017010,女,40,油性/混油,否,湖南
U00017011,女,28,敏感肌,否,山东
U00017012,女,30,油性/混油,是,山东
U00017013,男,31,敏感肌,否,浙江
U00017014,女,29,干性/混干,是,湖北
U00017015,女,33,敏感肌,是,湖南
U00017016,男,41,干性/混干,否,江苏
U00017017,女,22,敏感肌,是,山东
U00017018,女,35,敏感肌,否,广东
U00017019,男,33,油性/混油,否,广东
U00017020,女,33,中性,是,广东
U00017021,女,38,敏感肌,否,上海
U00017022,女,32,干性/混干,否,山东
U00017023,女,35,油性/混油,否,江苏
U00017024,男,37,敏感肌,是,四川
U00017025,女,27,敏感肌,是,四川
U00017026,女,34,中性,是,浙江
U00017027,男,29,油性/混油,否,河南
U00017028,男,30,干性/混干,否,北京
U00017029,男,29,干性/混干,否,广东
U00017030,女,35,敏感肌,否,广东
U00017031,女,32,敏感肌,否,河南
U00017032,女,35,油性/混油,是,山东
U00017033,女,31,油性/混油,是,湖北
U00017034,女,19,中性,否,四川
U00017035,女,32,敏感肌,否,山东
U00017036,女,32,中性,是,江苏
U00017037,女,33,油性/混油,是,河南
U00017038,女,27,中性,否,浙江
U00017039,女,22,敏感肌,是,湖南
U00017040,女,36,油性/混油,否,浙江
U00017041,女,29,敏感肌,否,广东
U00017042,男,33,干性/混干,否,浙江
U00017043,女,29,油性/混油,是,山东
U00017044,男,31,干性/混干,否,江苏
U00017045,男,28,油性/混油,否,广东
U00017046,女,24,中性,否,浙江
U00017047,男,35,敏感肌,否,广东
U00017048,女,27,中性,是,四川
U00017049,女,33,敏感肌,是,北京
U00017050,女,35,油性/混油,是,浙江
U00017051,女,27,敏感肌,是,湖北
U00017052,男,22,敏感肌,否,广东
U00017053,女,51,油性/混油,否,广东
U00017054,女,27,油性/混油,是,江苏
U00017055,男,36,干性/混干,否,河南
U00017056,女,47,中性,是,上海
U00017057,女,38,中性,否,浙江
U00017058,男,29,干性/混干,否,上海
U00017059,男,31,油性/混油,是,浙江
U00017060,女,25,干性/混干,是,广东
U00017061,男,39,敏感肌,是,江苏
U00017062,男,36,干性/混干,否,北京
U00017063,男,27,干性/混干,否,山东
U00017064,男,23,油性/混油,否,上海
U00017065,女,21,敏感肌,是,北京
U00017066,男,39,干性/混干,否,上海
U00017067,女,32,干性/混干,是,广东
U00017068,男,33,中性,是,河南
U00017069,男,25,干性/混干,否,上海
U00017070,男,20,油性/混油,否,江苏
U00017071,女,39,油性/混油,是,浙江
U00017072,女,32,干性/混干,是,河南
U00017073,女,39,敏感肌,是,浙江
U00017074,女,28,中性,否,山东
U00017075,女,30,敏感肌,否,广东
U00017076,女,37,干性/混干,是,湖南
U00017077,女,37,干性/混干,是,江苏
U00017078,女,38,干性/混干,是,湖南
U00017079,男,29,敏感肌,否,河南
U00017080,女,36,中性,否,北京
U00017081,女,40,油性/混油,是,四川
U00017082,男,31,敏感肌,否,四川
U00017083,女,27,干性/混干,是,湖北
U00017084,女,42,中性,是,四川
U00017085,女,26,油性/混油,否,广东
U00017086,女,37,干性/混干,否,北京
U00017087,女,31,油性/混油,否,北京
U00017088,女,18,油性/混油,是,山东
