用户ID,性别,年龄,肤质,会员,RFM分类,聚类
U00001726,女,32,,否,潜力发展用户,
U00001727,男,31,,否,高价值沉睡用户,
U00001728,女,57,,是,高价值沉睡用户,
U00001729,女,63,,否,高价值沉睡用户,
U00001730,女,33,,是,高价值沉睡用户,
U00001731,男,40,,是,高价值沉睡用户,
U00001732,女,45,,是,高价值沉睡用户,
U00001733,男,30,,否,高价值沉睡用户,
U00001734,男,20,,是,潜力发展用户,
U00001735,女,58,,否,低价值/流失用户,
U00001736,女,49,,是,核心价值用户,
U00001737,女,19,,否,核心价值用户,
U00001738,女,57,,否,潜力发展用户,
U00001739,女,28,,是,高价值沉睡用户,
U00001740,男,48,,否,潜力发展用户,
U00001741,女,19,,否,核心价值用户,
U00001742,女,28,,是,潜力发展用户,
U00001743,男,56,,否,低价值/流失用户,
U00001744,女,46,,否,潜力发展用户,
U00001745,女,59,,是,潜力发展用户,
U00001746,女,55,,是,核心价值用户,
U00001747,男,31,,否,核心价值用户,
U00001748,男,62,,否,核心价值用户,
U00001749,女,43,,否,潜力发展用户,
U00001750,女,36,,否,高价值沉睡用户,
U00001751,女,33,,否,核心价值用户,
U00001752,男,22,,是,核心价值用户,
U00001753,女,19,,是,核心价值用户,
U00001754,女,44,,否,潜力发展用户,
U00001755,女,48,,否,潜力发展用户,
U00001756,女,56,,是,高价值沉睡用户,
U00001757,女,18,,否,低价值/流失用户,
U00001758,女,37,,是,核心价值用户,
U00001759,女,27,,否,核心价值用户,
U00001760,女,18,,是,核心价值用户,
U00001761,女,53,,否,潜力发展用户,
U00001762,女,45,,否,高价值沉睡用户,
U00001763,女,25,,是,核心价值用户,
U00001764,女,49,,否,核心价值用户,
U00001765,女,50,,否,高价值沉睡用户,
U00001766,女,53,,否,核心价值用户,
U00001767,男,29,,否,核心价值用户,
U00001768,女,62,,否,高价值沉睡用户,
U00001769,女,48,,否,高价值沉睡用户,
U00001770,女,62,,是,核心价值用户,
U00001771,男,23,,否,高价值沉睡用户,
U00001772,女,32,,否,高价值沉睡用户,
U00001773,女,36,,是,核心价值用户,
U00001774,女,28,,否,潜力发展用户,
U00001775,女,51,,否,潜力发展用户,
U00001776,女,21,,否,潜力发展用户,
U00001777,女,44,,是,高价值沉睡用户,
U00001778,女,41,,否,核心价值用户,
U00001779,女,64,,否,核心价值用户,
U00001780,女,28,,是,核心价值用户,
U00001781,女,43,,否,潜力发展用户,
U00001782,女,22,,是,核心价值用户,
U00001783,女,19,,是,潜力发展用户,
U00001784,女,49,,是,潜力发展用户,
U00001785,女,36,,是,低价值/流失用户,
U00001786,女,52,,否,高价值沉睡用户,
U00001787,男,42,,是,潜力发展用户,
U00001788,男,30,,否,核心价值用户,
U00001789,女,49,,是,核心价值用户,
U00001790,女,56,,是,潜力发展用户,
U00001791,男,35,,否,潜力发展用户,
U00001792,男,43,,否,低价值/流失用户,
U00001793,女,64,,否,潜力发展用户,
U00001794,女,27,,是,核心价值用户,
U00001795,女,24,,否,低价值/流失用户,
U00001796,女,46,,否,潜力发展用户,
U00001797,男,59,,否,核心价值用户,
U00001798,男,63,,否,高价值沉睡用户,
U00001799,男,46,,否,核心价值用户,
U00001800,女,28,,是,高价值沉睡用户,
U00001801,女,42,,否,核心价值用户,
U00001802,女,56,,否,高价值沉睡用户,
U00001803,女,60,,否,潜力发展用户,
U00001804,女,35,,否,潜力发展用户,
U00001805,男,42,,否,核心价值用户,
U00001806,女,38,,否,高价值沉睡用户,
U00001807,女,49,,是,低价值/流失用户,
U00001808,女,46,,否,潜力发展用户,
U00001809,男,28,,是,潜力发展用户,
U00001810,女,62,,是,潜力发展用户,
U00001811,女,42,,是,核心价值用户,
U00001812,女,29,,否,高价值沉睡用户,
U00001813,女,31,,是,核心价值用户,
U00001814,女,47,,否,核心价值用户,
U00001815,女,45,,否,潜力发展用户,
U00001816,男,55,,是,高价值沉睡用户,
U00001817,男,22,,是,潜力发展用户,
U00001818,女,59,,否,核心价值用户,
U00001819,男,24,,否,核心价值用户,
U00001820,男,28,,否,低价值/流失用户,
U00001821,女,59,,是,潜力发展用户,
U00001822,男,20,,否,高价值沉睡用户,
U00001823,女,58,,是,潜力发展用户,
U00001824,男,38,,是,潜力发展用户,
U00001825,女,63,,是,核心价值用户,
U00001826,女,49,,否,核心价值用户,
U00001827,男,53,,是,潜力发展用户,
U00001828,男,44,,否,潜力发展用户,
U00001829,女,30,,否,高价值沉睡用户,
U00001830,女,28,,否,潜力发展用户,
U00001831,男,41,,是,高价值沉睡用户,
U00001832,女,55,,否,高价值沉睡用户,
U00001833,女,21,,否,核心价值用户,
U00001834,女,32,,否,核心价值用户,
U00001835,女,38,,否,高价值沉睡用户,
U00001836,男,57,,否,核心价值用户,
U00001837,男,50,,否,低价值/流失用户,
U00001838,女,47,,是,核心价值用户,
U00001839,女,54,,否,潜力发展用户,
U00001840,女,43,,否,低价值/流失用户,
U00001841,女,53,,是,潜力发展用户,
U00001842,女,36,,是,核心价值用户,
U00001843,女,63,,是,高价值沉睡用户,
U00001844,男,56,,否,核心价值用户,
U00001845,男,41,,否,核心价值用户,
U00001846,男,31,,否,高价值沉睡用户,
U00001847,女,65,,是,核心价值用户,
U00001848,男,41,,否,核心价值用户,
U00001849,女,33,,否,潜力发展用户,
U00001850,男,25,,是,潜力发展用户,
U00001851,女,58,,是,潜力发展用户,
U00001852,男,59,,否,潜力发展用户,
U00001853,女,56,,是,潜力发展用户,
U00001854,男,45,,否,潜力发展用户,
U00001855,男,43,,是,核心价值用户,
U00001856,男,25,,是,高价值沉睡用户,
U00001857,女,60,,是,潜力发展用户,
U00001858,女,57,,是,潜力发展用户,
U00001859,男,54,,否,核心价值用户,
U00001860,女,52,,否,高价值沉睡用户,
U00001861,女,31,,否,核心价值用户,
U00001862,女,60,,否,潜力发展用户,
U00001863,女,53,,否,高价值沉睡用户,
U00001864,女,22,,否,核心价值用户,
U00001865,女,24,,否,核心价值用户,
U00001866,男,26,,否,核心价值用户,
U00001867,女,50,,是,潜力发展用户,
U00001868,女,34,,否,高价值沉睡用户,
U00001869,男,47,,否,核心价值用户,
U00001870,男,41,,否,低价值/流失用户,
U00001871,女,42,,否,低价值/流失用户,
U00001872,女,54,,是,核心价值用户,
U00001873,男,20,,是,核心价值用户,
U00001874,女,26,,否,低价值/流失用户,
U00001875,女,22,,否,低价值/流失用户,
U00001876,男,41,,是,高价值沉睡用户,
U00001877,女,32,,否,核心价值用户,
U00001878,女,24,,否,高价值沉睡用户,
U00001879,女,20,,否,潜力发展用户,
U00001880,女,31,,否,潜力发展用户,
U00001881,女,18,,否,潜力发展用户,
U00001882,女,28,,否,高价值沉睡用户,
U00001883,女,39,,否,潜力发展用户,
U00001884,女,32,,否,核心价值用户,
U00001885,女,47,,否,低价值/流失用户,
U00001886,女,33,,是,高价值沉睡用户,
U00001887,女,63,,否,核心价值用户,
U00001888,女,62,,否,核心价值用户,
U00001889,女,28,,否,核心价值用户,
U00001890,女,33,,否,核心价值用户,
U00001891,男,31,,否,高价值沉睡用户,
U00001892,女,38,,是,潜力发展用户,
U00001893,男,37,,否,高价值沉睡用户,
U00001894,男,29,,是,潜力发展用户,
U00001895,女,37,,是,潜力发展用户,
U00001896,女,24,,否,核心价值用户,
U00001897,女,28,,否,低价值/流失用户,
U00001898,男,29,,是,高价值沉睡用户,
U00001899,女,35,,是,潜力发展用户,
U00001900,女,35,,否,高价值沉睡用户,
U00001901,男,44,,否,潜力发展用户,
U00001902,男,31,,是,低价值/流失用户,
U00001903,男,36,,是,核心价值用户,
U00001904,男,29,,否,低价值/流失用户,
U00001905,男,39,,否,潜力发展用户,
U00001906,男,48,,是,高价值沉睡用户,
U00001907,女,62,,否,潜力发展用户,
U00001908,男,42,,是,核心价值用户,
U00001909,女,46,,否,高价值沉睡用户,
U00001910,女,54,,是,核心价值用户,
U00001911,男,20,,否,低价值/流失用户,
U00001912,女,42,,否,低价值/流失用户,
U00001913,男,47,,否,潜力发展用户,
U00001914,女,25,,是,核心价值用户,
U00001915,男,54,,否,高价值沉睡用户,
U00001916,女,31,,是,潜力发展用户,
U00001917,女,24,,否,高价值沉睡用户,
U00001918,女,51,,是,低价值/流失用户,
U00001919,女,18,,是,高价值沉睡用户,
U00001920,女,62,,否,潜力发展用户,
U00001921,男,57,,否,低价值/流失用户,
U00001922,女,61,,否,高价值沉睡用户,
U00001923,男,45,,否,潜力发展用户,
U00001924,女,46,,是,核心价值用户,
U00001925,男,18,,否,核心价值用户,
U00001926,男,60,,否,潜力发展用户,
U00001927,女,54,,是,高价值沉睡用户,
U00001928,男,55,,否,潜力发展用户,
U00001929,女,55,,是,潜力发展用户,
U00001930,男,35,,否,潜力发展用户,
U00001931,男,41,,否,高价值沉睡用户,
U00001932,女,18,,否,核心价值用户,
U00001933,女,47,,是,高价值沉睡用户,
U00001934,男,47,,否,核心价值用户,
U00001935,女,58,,是,低价值/流失用户,
U00001936,女,25,,否,高价值沉睡用户,
U00001937,男,59,,是,核心价值用户,
U00001938,男,56,,是,核心价值用户,
U00001939,女,21,,是,潜力发展用户,
U00001940,女,41,,否,核心价值用户,
U00001941,女,55,,否,核心价值用户,
U00001942,男,31,,是,核心价值用户,
U00001943,女,45,,否,核心价值用户,
U00001944,男,60,,是,核心价值用户,
U00001945,女,60,,否,核心价值用户,
U00001946,女,21,,否,潜力发展用户,
U00001947,女,46,,否,潜力发展用户,
U00001948,女,62,,是,潜力发展用户,
U00001949,女,43,,否,低价值/流失用户,
U00001950,女,57,,是,高价值沉睡用户,
U00001951,男,47,,否,核心价值用户,
U00001952,女,52,,否,潜力发展用户,
U00001953,女,60,,是,潜力发展用户,
U00001954,女,30,,是,低价值/流失用户,
U00001955,女,23,,否,核心价值用户,
U00001956,女,27,,是,核心价值用户,
U00001957,女,22,,是,潜力发展用户,
U00001958,女,57,,否,潜力发展用户,
U00001959,女,29,,否,核心价值用户,
U00001960,男,40,,是,核心价值用户,
U00001961,女,45,,否,核心价值用户,
U00001962,男,46,,否,核心价值用户,
U00001963,男,35,,否,核心价值用户,
U00001964,女,21,,是,潜力发展用户,
U00001965,女,34,,否,核心价值用户,
U00001966,女,62,,否,潜力发展用户,
U00001967,女,27,,否,核心价值用户,
U00001968,男,41,,否,潜力发展用户,
U00001969,男,34,,否,高价值沉睡用户,
U00001970,女,52,,否,潜力发展用户,
U00001971,女,18,,否,高价值沉睡用户,
U00001972,男,23,,否,低价值/流失用户,
U00001973,女,41,,否,低价值/流失用户,
U00001974,女,64,,否,高价值沉睡用户,
U00001975,男,19,,是,低价值/流失用户,
U00001976,男,38,,否,高价值沉睡用户,
U00001977,女,57,,否,潜力发展用户,
U00001978,女,62,,是,高价值沉睡用户,
U00001979,女,30,,是,低价值/流失用户,
U00001980,男,35,,是,高价值沉睡用户,
U00001981,男,50,,否,潜力发展用户,
U00001982,女,49,,是,潜力发展用户,
U00001983,女,54,,否,高价值沉睡用户,
U00001984,男,34,,是,潜力发展用户,
U00001985,女,18,,是,潜力发展用户,
U00001986,女,33,,是,潜力发展用户,
U00001987,男,45,,否,高价值沉睡用户,
U00001988,女,19,,是,高价值沉睡用户,
U00001989,女,23,,否,高价值沉睡用户,
U00001990,女,28,,否,潜力发展用户,
U00001991,女,62,,否,高价值沉睡用户,
U00001992,女,59,,否,高价值沉睡用户,
U00001993,男,21,,否,潜力发展用户,
U00001994,女,44,,是,低价值/流失用户,
U00001995,女,35,,否,潜力发展用户,
U00001996,女,45,,否,高价值沉睡用户,
U00001997,女,26,,否,低价值/流失用户,
U00001998,女,54,,是,潜力发展用户,
U00001999,女,25,,否,核心价值用户,
U00002000,女,64,,是,核心价值用户,
U00002001,女,29,,是,高价值沉睡用户,
U00002002,女,30,,否,核心价值用户,
U00002003,女,28,,否,高价值沉睡用户,
U00002004,男,24,,否,潜力发展用户,
U00002005,女,19,,否,核心价值用户,
U00002006,男,64,,否,潜力发展用户,
U00002007,女,59,,否,核心价值用户,
U00002008,女,51,,否,潜力发展用户,
U00002009,女,29,,否,核心价值用户,
U00002010,女,65,,否,潜力发展用户,
U00002011,女,39,,否,高价值沉睡用户,
U00002012,女,47,,是,潜力发展用户,
U00002013,女,63,,否,核心价值用户,
U00002014,女,43,,是,潜力发展用户,
U00002015,女,42,,否,核心价值用户,
U00002016,男,48,,是,高价值沉睡用户,
U00002017,女,30,,否,高价值沉睡用户,
U00002018,男,61,,否,核心价值用户,
U00002019,女,57,,否,潜力发展用户,
U00002020,女,58,,是,高价值沉睡用户,
U00002021,男,35,,是,潜力发展用户,
U00002022,男,41,,否,核心价值用户,
U00002023,女,65,,否,高价值沉睡用户,
U00002024,女,47,,否,核心价值用户,
U00002025,男,40,,否,潜力发展用户,
U00002026,男,41,,是,高价值沉睡用户,
U00002027,女,48,,是,潜力发展用户,
U00002028,女,37,,否,潜力发展用户,
U00002029,女,50,,否,核心价值用户,
U00002030,男,31,,否,潜力发展用户,
U00002031,女,30,,是,潜力发展用户,
U00002032,女,50,,否,潜力发展用户,
U00002033,女,22,,是,核心价值用户,
U00002034,女,40,,是,高价值沉睡用户,
U00002035,男,32,,否,核心价值用户,
U00002036,女,26,,否,潜力发展用户,
U00002037,女,34,,否,高价值沉睡用户,
U00002038,男,35,,否,高价值沉睡用户,
U00002039,男,65,,是,核心价值用户,
U00002040,女,20,,否,潜力发展用户,
U00002041,女,51,,否,高价值沉睡用户,
U00002042,男,46,,是,核心价值用户,
U00002043,男,50,,否,核心价值用户,
U00002044,女,55,,是,核心价值用户,
U00002045,女,42,,否,高价值沉睡用户,
U00002046,女,64,,否,低价值/流失用户,
U00002047,男,32,,否,核心价值用户,
U00002048,男,30,,是,潜力发展用户,
U00002049,女,60,,否,潜力发展用户,
U00002050,女,40,,否,低价值/流失用户,
U00002051,女,19,,否,核心价值用户,
U00002052,男,20,,否,潜力发展用户,
U00002053,女,54,,是,高价值沉睡用户,
U00002054,女,28,,是,低价值/流失用户,
U00002055,女,39,,是,潜力发展用户,
U00002056,男,30,,否,低价值/流失用户,
U00002057,男,58,,否,高价值沉睡用户,
U00002058,女,38,,是,核心价值用户,
U00002059,女,29,,是,潜力发展用户,
U00002060,女,61,,否,低价值/流失用户,
U00002061,男,25,,是,潜力发展用户,
U00002062,女,56,,否,高价值沉睡用户,
U00002063,女,57,,否,潜力发展用户,
U00002064,女,23,,是,低价值/流失用户,
U00002065,女,65,,否,低价值/流失用户,
U00002066,女,38,,否,核心价值用户,
U00002067,女,19,,是,核心价值用户,
U00002068,女,41,,否,潜力发展用户,
U00002069,男,35,,是,核心价值用户,
U00002070,女,58,,否,潜力发展用户,
U00002071,女,24,,否,潜力发展用户,
U00002072,女,44,,否,潜力发展用户,
U00002073,女,38,,是,核心价值用户,
U00002074,女,37,,否,潜力发展用户,
U00002075,女,56,,是,潜力发展用户,
U00002076,女,33,,否,核心价值用户,
U00002077,男,19,,是,低价值/流失用户,
U00002078,女,34,,是,高价值沉睡用户,
U00002079,女,62,,否,高价值沉睡用户,
U00002080,男,26,,是,高价值沉睡用户,
U00002081,女,62,,否,低价值/流失用户,
U00002082,男,48,,否,潜力发展用户,
U00002083,女,43,,否,低价值/流失用户,
U00002084,女,65,,否,低价值/流失用户,
U00002085,女,48,,是,潜力发展用户,
U00002086,男,35,,否,潜力发展用户,
U00002087,男,62,,否,潜力发展用户,
U00002088,女,53,,否,核心价值用户,
U00002089,女,43,,否,核心价值用户,
U00002090,男,61,,否,潜力发展用户,
U00002091,女,33,,是,潜力发展用户,
U00002092,男,43,,否,核心价值用户,
U00002093,男,33,,否,潜力发展用户,
U00002094,男,40,,否,高价值沉睡用户,
U00002095,女,25,,否,高价值沉睡用户,
U00002096,女,45,,否,潜力发展用户,
U00002097,男,22,,否,高价值沉睡用户,
U00002098,男,32,,否,潜力发展用户,
U00002099,女,37,,否,潜力发展用户,
U00002100,女,38,,否,高价值沉睡用户,
U00002101,女,28,,否,低价值/流失用户,
U00002102,女,23,,是,潜力发展用户,
U00002103,女,30,,是,潜力发展用户,
U00002104,女,37,,否,潜力发展用户,
U00002105,男,49,,否,潜力发展用户,
U00002106,男,25,,是,高价值沉睡用户,
U00002107,男,59,,否,潜力发展用户,
U00002108,女,60,,是,低价值/流失用户,
U00002109,女,36,,否,潜力发展用户,
U00002110,女,56,,否,潜力发展用户,
U00002111,女,30,,否,潜力发展用户,
